name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
HD 33142 c,396,5.97 Jupiters,7.96,2018

HD 37605 b,153,2.69 Jupiters,8.67,2004

HD 37605 c,153,3.19 Jupiters,8.67,2012

HD 33142 c,396,5.97 Jupiters,7.96,2018

HD 37605 b,153,2.69 Jupiters,8.67,2004

HD 37605 c,153,3.19 Jupiters,8.67,2012

HD 40307 b,42,4 Earths,7.17,2009

HD 40307 d,42,9.5 Earths,7.17,2009

HD 4203 b,265,2.23 Jupiters,8.7,2001

HD 4208 b,112,0.81 Jupiters,7.783,2001

HD 42618 b,79,14.4 Earths,6.87,2016

HD 4313 b,445,1.927 Jupiters,7.83,2009

HD 45364 b,112,0.1872 Jupiters,8.08,2008

HD 45364 c,112,0.6579 Jupiters,8.08,2008

HD 46375 b,96,0.226 Jupiters,7.91,2000

HD 4732 c,179,2.37 Jupiters,5.9,2012

HD 48265 b,295,1.525 Jupiters,8.05,2008

HD 49674 b,140,31.783 Earths,8.1,2002

HD 5608 b,190,1.681 Jupiters,6.00272,2012

HD 60292 b,1028,6.5 Jupiters,6.94657,2020

HD 62509 b,34,2.3 Jupiters,1.12512,2006

HD 63935 b,160,10.8 Earths,8.58,2021

HD 64114 b,103,17.8 Earths,7.71,2019

HD 64121 b,424,2.56 Jupiters,7.43,2022

HD 65216 c,115,2.03 Jupiters,7.97,2013

HD 67087 c,250,4.85 Jupiters,8.05,2015

HD 68988 b,198,1.97 Jupiters,8.2,2001

HD 69123 b,245,3.04 Jupiters,5.77,2022

HD 33142 c,396,5.97 Jupiters,7.96,2018

HD 37605 b,153,2.69 Jupiters,8.67,2004

HD 37605 c,153,3.19 Jupiters,8.67,2012

HD 40307 b,42,4 Earths,7.17,2009

HD 40307 d,42,9.5 Earths,7.17,2009

HD 4203 b,265,2.23 Jupiters,8.7,2001

HD 4208 b,112,0.81 Jupiters,7.783,2001

HD 42618 b,79,14.4 Earths,6.87,2016

HD 4313 b,445,1.927 Jupiters,7.83,2009

HD 45364 b,112,0.1872 Jupiters,8.08,2008

HD 45364 c,112,0.6579 Jupiters,8.08,2008

HD 46375 b,96,0.226 Jupiters,7.91,2000

HD 4732 c,179,2.37 Jupiters,5.9,2012

HD 48265 b,295,1.525 Jupiters,8.05,2008

HD 49674 b,140,31.783 Earths,8.1,2002

HD 5608 b,190,1.681 Jupiters,6.00272,2012

HD 60292 b,1028,6.5 Jupiters,6.94657,2020

HD 62509 b,34,2.3 Jupiters,1.12512,2006

HD 63935 b,160,10.8 Earths,8.58,2021

HD 64114 b,103,17.8 Earths,7.71,2019

HD 64121 b,424,2.56 Jupiters,7.43,2022

HD 65216 c,115,2.03 Jupiters,7.97,2013

HD 67087 c,250,4.85 Jupiters,8.05,2015

HD 68988 b,198,1.97 Jupiters,8.2,2001

HD 69123 b,245,3.04 Jupiters,5.77,2022

HD 33142 c,396,5.97 Jupiters,7.96,2018

HD 37605 b,153,2.69 Jupiters,8.67,2004

HD 37605 c,153,3.19 Jupiters,8.67,2012

HD 40307 b,42,4 Earths,7.17,2009

HD 40307 d,42,9.5 Earths,7.17,2009

HD 4203 b,265,2.23 Jupiters,8.7,2001

HD 4208 b,112,0.81 Jupiters,7.783,2001

HD 42618 b,79,14.4 Earths,6.87,2016

HD 4313 b,445,1.927 Jupiters,7.83,2009

HD 45364 b,112,0.1872 Jupiters,8.08,2008

HD 45364 c,112,0.6579 Jupiters,8.08,2008

HD 46375 b,96,0.226 Jupiters,7.91,2000

HD 4732 c,179,2.37 Jupiters,5.9,2012

HD 48265 b,295,1.525 Jupiters,8.05,2008

HD 49674 b,140,31.783 Earths,8.1,2002

HD 5608 b,190,1.681 Jupiters,6.00272,2012

HD 60292 b,1028,6.5 Jupiters,6.94657,2020

HD 62509 b,34,2.3 Jupiters,1.12512,2006

HD 63935 b,160,10.8 Earths,8.58,2021

HD 64114 b,103,17.8 Earths,7.71,2019

HD 64121 b,424,2.56 Jupiters,7.43,2022

HD 65216 c,115,2.03 Jupiters,7.97,2013

HD 67087 c,250,4.85 Jupiters,8.05,2015

HD 68988 b,198,1.97 Jupiters,8.2,2001

HD 69123 b,245,3.04 Jupiters,5.77,2022

HD 33142 c,396,5.97 Jupiters,7.96,2018

HD 37605 b,153,2.69 Jupiters,8.67,2004

HD 37605 c,153,3.19 Jupiters,8.67,2012

HD 40307 b,42,4 Earths,7.17,2009

HD 40307 d,42,9.5 Earths,7.17,2009

HD 4203 b,265,2.23 Jupiters,8.7,2001

HD 4208 b,112,0.81 Jupiters,7.783,2001

HD 42618 b,79,14.4 Earths,6.87,2016

HD 4313 b,445,1.927 Jupiters,7.83,2009

HD 45364 b,112,0.1872 Jupiters,8.08,2008

HD 45364 c,112,0.6579 Jupiters,8.08,2008

HD 46375 b,96,0.226 Jupiters,7.91,2000

HD 4732 c,179,2.37 Jupiters,5.9,2012

HD 48265 b,295,1.525 Jupiters,8.05,2008

HD 49674 b,140,31.783 Earths,8.1,2002

HD 5608 b,190,1.681 Jupiters,6.00272,2012

HD 60292 b,1028,6.5 Jupiters,6.94657,2020

HD 62509 b,34,2.3 Jupiters,1.12512,2006

HD 63935 b,160,10.8 Earths,8.58,2021

HD 64114 b,103,17.8 Earths,7.71,2019

HD 64121 b,424,2.56 Jupiters,7.43,2022

HD 65216 c,115,2.03 Jupiters,7.97,2013

HD 67087 c,250,4.85 Jupiters,8.05,2015

HD 68988 b,198,1.97 Jupiters,8.2,2001

HD 69123 b,245,3.04 Jupiters,5.77,2022

HD 33142 c,396,5.97 Jupiters,7.96,2018

HD 37605 b,153,2.69 Jupiters,8.67,2004

HD 37605 c,153,3.19 Jupiters,8.67,2012

HD 40307 b,42,4 Earths,7.17,2009

HD 40307 d,42,9.5 Earths,7.17,2009

HD 4203 b,265,2.23 Jupiters,8.7,2001

HD 4208 b,112,0.81 Jupiters,7.783,2001

HD 42618 b,79,14.4 Earths,6.87,2016

HD 4313 b,445,1.927 Jupiters,7.83,2009

HD 45364 b,112,0.1872 Jupiters,8.08,2008

HD 45364 c,112,0.6579 Jupiters,8.08,2008

HD 46375 b,96,0.226 Jupiters,7.91,2000

HD 4732 c,179,2.37 Jupiters,5.9,2012

HD 48265 b,295,1.525 Jupiters,8.05,2008

HD 49674 b,140,31.783 Earths,8.1,2002

HD 5608 b,190,1.681 Jupiters,6.00272,2012

HD 60292 b,1028,6.5 Jupiters,6.94657,2020

HD 62509 b,34,2.3 Jupiters,1.12512,2006

HD 63935 b,160,10.8 Earths,8.58,2021

HD 64114 b,103,17.8 Earths,7.71,2019

HD 64121 b,424,2.56 Jupiters,7.43,2022

HD 65216 c,115,2.03 Jupiters,7.97,2013

HD 67087 c,250,4.85 Jupiters,8.05,2015

HD 68988 b,198,1.97 Jupiters,8.2,2001

HD 69123 b,245,3.04 Jupiters,5.77,2022

HD 7199 b,118,0.27 Jupiters,8.06,2011

HD 72892 b,227,5.45 Jupiters,8.83,2016

HD 73526 b,317,3.08 Jupiters,8.99,2002

HD 73526 c,317,2.25 Jupiters,8.99,2005

HD 73534 b,272,1.112 Jupiters,8.23,2008

HD 74156 b,188,1.8 Jupiters,7.61,2003

HD 74156 c,188,8.06 Jupiters,7.61,2003

HD 7449 b,126,0.508 Jupiters,7.5,2011

HD 75289 b,95,0.49 Jupiters,6.35,1999

HD 75898 b,255,2.71 Jupiters,8.03,2007

HD 76920 b,600,3.93 Jupiters,7.83,2017

HD 77338 b,150,15.9 Earths,8.63,2012

HD 7924 c,55,7.86 Earths,7.17896,2015

HD 7924 d,55,6.44 Earths,7.17896,2015

HD 79498 b,160,1.34 Jupiters,8.05,2011

HD 81040 b,112,7.27 Jupiters,7.72,2005

HD 81817 b,878,27.1 Jupiters,4.26489,2020

HD 8535 b,181,0.68 Jupiters,7.7,2010

HD 85512 b,37,3.6 Earths,7.67,2011

HD 8574 b,146,2.03 Jupiters,7.12,2002

HD 86081 b,339,1.48 Jupiters,8.73,2006

HD 86226 b,149,0.45 Jupiters,7.93,2009

HD 86226 c,149,7.25 Earths,7.93,2020

HD 86264 b,221,7 Jupiters,7.41,2009

HD 86950 b,684,3.6 Jupiters,7.47,2016

HD 7199 b,118,0.27 Jupiters,8.06,2011

HD 72892 b,227,5.45 Jupiters,8.83,2016

HD 73526 b,317,3.08 Jupiters,8.99,2002

HD 73526 c,317,2.25 Jupiters,8.99,2005

HD 73534 b,272,1.112 Jupiters,8.23,2008

HD 74156 b,188,1.8 Jupiters,7.61,2003

HD 74156 c,188,8.06 Jupiters,7.61,2003

HD 7449 b,126,0.508 Jupiters,7.5,2011

HD 75289 b,95,0.49 Jupiters,6.35,1999

HD 75898 b,255,2.71 Jupiters,8.03,2007

HD 76920 b,600,3.93 Jupiters,7.83,2017

HD 77338 b,150,15.9 Earths,8.63,2012

HD 7924 c,55,7.86 Earths,7.17896,2015

HD 7924 d,55,6.44 Earths,7.17896,2015

HD 79498 b,160,1.34 Jupiters,8.05,2011

HD 81040 b,112,7.27 Jupiters,7.72,2005

HD 81817 b,878,27.1 Jupiters,4.26489,2020

HD 8535 b,181,0.68 Jupiters,7.7,2010

HD 85512 b,37,3.6 Earths,7.67,2011

HD 8574 b,146,2.03 Jupiters,7.12,2002

HD 86081 b,339,1.48 Jupiters,8.73,2006

HD 86226 b,149,0.45 Jupiters,7.93,2009

HD 86226 c,149,7.25 Earths,7.93,2020

HD 86264 b,221,7 Jupiters,7.41,2009

HD 86950 b,684,3.6 Jupiters,7.47,2016

HD 87646 b,240,12.4 Jupiters,8.07,2016

HD 87883 b,60,1.54 Jupiters,7.56,2009

HD 89307 b,104,2.11 Jupiters,7.02569,2009

HD 89744 b,126,8.35 Jupiters,5.73469,1999

HD 90156 b,72,17.98 Earths,6.92,2009

HD 9174 b,266,1.11 Jupiters,8.4,2016

HD 92788 b,113,3.76 Jupiters,7.31637,2000

HD 92987 b,142,16.88 Jupiters,7.03,2019

HD 95086 b,281,5 Jupiters,7.36,2013

HD 95089 b,447,1.26 Jupiters,7.92,2009

HD 95127 b,2207,10.63 Jupiters,8.15,2015

HD 95338 b,121,0.13353 Jupiters,8.62,2020

HD 95872 b,236,3.74 Jupiters,9.955,2015

HD 96063 b,457,1.27 Jupiters,8.21,2011

HD 96700 c,83,3.5 Earths,6.51,2021

HD 96992 b,1292,1.14 Jupiters,8.57,2021

HD 97658 b,70,8.3 Earths,7.76,2010

HD 98219 b,371,1.964 Jupiters,8.05,2011

HD 99109 b,179,0.44 Jupiters,9.1,2005

HD 99492 b,59,22.2481 Earths,7.56727,2004

HD 99706 c,478,5.69 Jupiters,7.65,2018

HIP 105854 b,257,8.2 Jupiters,5.64,2014

HIP 107772 b,77,12.9 Earths,10.56,2020

HIP 107773 b,343,1.98 Jupiters,5.62,2015

HIP 109384 b,192,1.56 Jupiters,9.61,2016

HR 8799 c,135,10 Jupiters,5.98,2008

IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018

K2-100 b,616,21.8 Earths,10.651,2016

K2-105 b,646,30 Earths,11.752,2017

K2-108 b,1557,0.18689 Jupiters,12.339,2017

K2-111 b,654,5.29 Earths,11.13,2017

K2-111 c,654,11.3 Earths,11.13,2020

K2-114 b,1552,2.01 Jupiters,14.55,2017

K2-117 b,332,4.78 Earths,14.639,2017

K2-117 c,332,4.9 Earths,14.639,2017

K2-118 b,1049,6.99 Earths,14,2017

K2-119 b,1193,6.94 Earths,14.818,2017

K2-121 b,553,0.139 Jupiters,13.229,2017

K2-122 b,235,1.65 Earths,13.105,2017

K2-124 b,458,8.75 Earths,16.692,2017

K2-125 b,405,5.39 Earths,16.4,2017

K2-129 b,91,1.12 Earths,13.639,2017

K2-131 b,497,6.3 Earths,12.129,2017

K2-133 d,245,4.67 Earths,14.073,2017

K2-136 d,193,2.7 Earths,11.101,2017

K2-137 b,323,0.5 Jupiters,15.94,2017

K2-138 c,661,6.31 Earths,12.246,2017

K2-13 b,1117,4.23 Earths,12.882,2015

K2-146 b,259,5.77 Earths,16.7,2018

K2-149 b,403,3.33 Earths,14.543,2018

HR 8799 c,135,10 Jupiters,5.98,2008

IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018

K2-100 b,616,21.8 Earths,10.651,2016

K2-105 b,646,30 Earths,11.752,2017

K2-108 b,1557,0.18689 Jupiters,12.339,2017

K2-111 b,654,5.29 Earths,11.13,2017

K2-111 c,654,11.3 Earths,11.13,2020

K2-114 b,1552,2.01 Jupiters,14.55,2017

K2-117 b,332,4.78 Earths,14.639,2017

K2-117 c,332,4.9 Earths,14.639,2017

K2-118 b,1049,6.99 Earths,14,2017

K2-119 b,1193,6.94 Earths,14.818,2017

K2-121 b,553,0.139 Jupiters,13.229,2017

K2-122 b,235,1.65 Earths,13.105,2017

K2-124 b,458,8.75 Earths,16.692,2017

K2-125 b,405,5.39 Earths,16.4,2017

K2-129 b,91,1.12 Earths,13.639,2017

K2-131 b,497,6.3 Earths,12.129,2017

K2-133 d,245,4.67 Earths,14.073,2017

K2-136 d,193,2.7 Earths,11.101,2017

K2-137 b,323,0.5 Jupiters,15.94,2017

K2-138 c,661,6.31 Earths,12.246,2017

K2-13 b,1117,4.23 Earths,12.882,2015

K2-146 b,259,5.77 Earths,16.7,2018

K2-149 b,403,3.33 Earths,14.543,2018

HR 8799 c,135,10 Jupiters,5.98,2008

IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018

K2-100 b,616,21.8 Earths,10.651,2016

K2-105 b,646,30 Earths,11.752,2017

K2-108 b,1557,0.18689 Jupiters,12.339,2017

K2-111 b,654,5.29 Earths,11.13,2017

K2-111 c,654,11.3 Earths,11.13,2020

K2-114 b,1552,2.01 Jupiters,14.55,2017

K2-117 b,332,4.78 Earths,14.639,2017

K2-117 c,332,4.9 Earths,14.639,2017

K2-118 b,1049,6.99 Earths,14,2017

K2-119 b,1193,6.94 Earths,14.818,2017

K2-121 b,553,0.139 Jupiters,13.229,2017

K2-122 b,235,1.65 Earths,13.105,2017

K2-124 b,458,8.75 Earths,16.692,2017

K2-125 b,405,5.39 Earths,16.4,2017

K2-129 b,91,1.12 Earths,13.639,2017

K2-131 b,497,6.3 Earths,12.129,2017

K2-133 d,245,4.67 Earths,14.073,2017

K2-136 d,193,2.7 Earths,11.101,2017

K2-137 b,323,0.5 Jupiters,15.94,2017

K2-138 c,661,6.31 Earths,12.246,2017

K2-13 b,1117,4.23 Earths,12.882,2015

K2-146 b,259,5.77 Earths,16.7,2018

K2-149 b,403,3.33 Earths,14.543,2018

HR 8799 c,135,10 Jupiters,5.98,2008

IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018

K2-100 b,616,21.8 Earths,10.651,2016

K2-105 b,646,30 Earths,11.752,2017

K2-108 b,1557,0.18689 Jupiters,12.339,2017

K2-111 b,654,5.29 Earths,11.13,2017

K2-111 c,654,11.3 Earths,11.13,2020

K2-114 b,1552,2.01 Jupiters,14.55,2017

K2-117 b,332,4.78 Earths,14.639,2017

K2-117 c,332,4.9 Earths,14.639,2017

K2-118 b,1049,6.99 Earths,14,2017

K2-119 b,1193,6.94 Earths,14.818,2017

K2-121 b,553,0.139 Jupiters,13.229,2017

K2-122 b,235,1.65 Earths,13.105,2017

K2-124 b,458,8.75 Earths,16.692,2017

K2-125 b,405,5.39 Earths,16.4,2017

K2-129 b,91,1.12 Earths,13.639,2017

K2-131 b,497,6.3 Earths,12.129,2017

K2-133 d,245,4.67 Earths,14.073,2017

K2-136 d,193,2.7 Earths,11.101,2017

K2-137 b,323,0.5 Jupiters,15.94,2017

K2-138 c,661,6.31 Earths,12.246,2017

K2-13 b,1117,4.23 Earths,12.882,2015

K2-146 b,259,5.77 Earths,16.7,2018

K2-149 b,403,3.33 Earths,14.543,2018

K2-149 b,403,3.33 Earths,14.543,2018

K2-152 b,354,5.86 Earths,13.728,2018

K2-153 b,467,4.66 Earths,14.96,2018

K2-154 b,422,4.62 Earths,13.861,2018

K2-155 b,237,3.89 Earths,12.773,2018

K2-155 d,237,4.27 Earths,12.773,2018

K2-157 b,973,0.972 Earths,12.942,2018

K2-159 b,558,5.73 Earths,11.995,2018

K2-160 b,1029,10.2 Earths,12.838,2018

K2-163 b,680,6.65 Earths,13.078,2018

K2-164 b,1225,10.6 Earths,11.352,2018

K2-165 d,439,7.5 Earths,11.332,2018

K2-166 b,1556,5.43 Earths,12.081,2018

K2-170 c,1282,3.9 Earths,12.668,2018

K2-172 b,815,3.42 Earths,12.5,2018

K2-173 b,746,3.22 Earths,12.523,2018

K2-179 b,622,6.86 Earths,12.939,2018

K2-17 b,408,5.6 Earths,13.411,2015

K2-180 b,665,11.44182 Earths,12.557,2018

K2-185 b,875,1.6 Earths,12.235,2018

K2-186 b,1079,10.2 Earths,12.413,2018

K2-187 b,1079,1.87 Earths,13.102,2018

K2-189 c,790,6.8 Earths,12.398,2018

K2-18 b,124,8.92 Earths,13.477,2015

K2-193 b,1344,14.8 Earths,13.341,2018

K2-149 b,403,3.33 Earths,14.543,2018

K2-152 b,354,5.86 Earths,13.728,2018

K2-153 b,467,4.66 Earths,14.96,2018

K2-154 b,422,4.62 Earths,13.861,2018

K2-155 b,237,3.89 Earths,12.773,2018

K2-155 d,237,4.27 Earths,12.773,2018

K2-157 b,973,0.972 Earths,12.942,2018

K2-159 b,558,5.73 Earths,11.995,2018

K2-160 b,1029,10.2 Earths,12.838,2018

K2-163 b,680,6.65 Earths,13.078,2018

K2-164 b,1225,10.6 Earths,11.352,2018

K2-165 d,439,7.5 Earths,11.332,2018

K2-166 b,1556,5.43 Earths,12.081,2018

K2-170 c,1282,3.9 Earths,12.668,2018

K2-172 b,815,3.42 Earths,12.5,2018

K2-173 b,746,3.22 Earths,12.523,2018

K2-179 b,622,6.86 Earths,12.939,2018

K2-17 b,408,5.6 Earths,13.411,2015

K2-180 b,665,11.44182 Earths,12.557,2018

K2-185 b,875,1.6 Earths,12.235,2018

K2-186 b,1079,10.2 Earths,12.413,2018

K2-187 b,1079,1.87 Earths,13.102,2018

K2-189 c,790,6.8 Earths,12.398,2018

K2-18 b,124,8.92 Earths,13.477,2015

K2-193 b,1344,14.8 Earths,13.341,2018

K2-232 b,426,0.398 Jupiters,9.822,2018

K2-233 c,220,12.81 Earths,10.883,2018

K2-238 b,1755,0.86 Jupiters,13.973,2018

K2-239 b,101,1.37 Earths,14.632,2018

K2-240 b,238,4.66 Earths,13.372,2018

K2-240 c,238,3.89 Earths,13.372,2018

K2-242 b,356,6.99 Earths,16.414,2018

K2-243 b,871,5.35 Earths,10.971,2018

K2-243 c,871,4.7 Earths,10.971,2018

K2-247 b,842,5.14 Earths,14.857,2018

K2-247 c,842,5.43 Earths,14.857,2018

K2-249 b,1702,8.2 Earths,12.646,2018

K2-24 b,556,19 Earths,11.275,2016

K2-250 b,1353,6.53 Earths,14.314,2018

K2-251 b,480,6.12 Earths,15.66,2018

K2-252 b,746,3.68 Earths,12.93,2018

K2-254 b,743,3.29 Earths,14.238,2018

K2-254 c,743,5.43 Earths,14.238,2018

K2-261 b,696,0.188 Jupiters,10.612,2018

K2-263 b,530,14.8 Earths,11.568,2018

K2-264 b,605,5.61 Earths,16.701,2018

K2-264 c,605,7.6 Earths,16.701,2018

K2-266 c,253,0.29013 Earths,11.625,2018

K2-266 d,253,8.9 Earths,11.625,2018

K2-266 e,253,14.3 Earths,11.625,2018

K2-269 b,1177,3.09 Earths,11.784,2018

K2-275 b,403,6.08 Earths,11.974,2018

K2-278 b,2565,9.17 Earths,13.446,2018

K2-279 b,597,1.92 Earths,11.491,2018

K2-27 b,814,30.9 Earths,12.689,2016

K2-282 b,1619,6.8 Earths,14.21,2018

K2-283 b,1314,12.2 Earths,14.364,2018

K2-286 b,248,5.06 Earths,12.881,2018

K2-28 b,205,5.99 Earths,16.526,2016

K2-290 b,890,10.9 Earths,11.114,2019

K2-290 c,890,0.774 Jupiters,11.114,2019

K2-291 b,294,6.49 Earths,10.014,2019

K2-294 b,1217,3.39 Earths,12.649,2019

K2-295 b,759,0.335 Jupiters,13.8941,2018

K2-29 b,582,0.73 Jupiters,12.532,2016

K2-318 b,482,3.39 Earths,15.8,2020

K2-320 b,355,7.37 Earths,17.81,2020

K2-322 b,403,4.35 Earths,13.963,2020

K2-323 b,386,5.06 Earths,14.935,2020

K2-32 c,514,8.1 Earths,12.304,2016

K2-32 d,514,6.7 Earths,12.304,2016

K2-32 e,514,2.1 Earths,12.304,2019

K2-35 b,824,2.3 Earths,14.166,2016

K2-37 c,587,8 Earths,12.573,2016

K2-43 c,595,6.44 Earths,15.748,2019

K2-47 b,1141,4.23 Earths,14.065,2016

K2-48 b,1023,5.65 Earths,14.345,2016

K2-55 b,520,14 Earths,13.519,2016

K2-5 b,662,4.31 Earths,14.974,2015

K2-5 c,662,5.73 Earths,14.974,2015

K2-60 b,1604,0.426 Jupiters,12.857,2016

K2-66 b,1676,21.3 Earths,11.71,2016

K2-68 b,550,3.12 Earths,12.987,2016

K2-6 b,1033,6.8 Earths,12.66,2015

K2-72 b,217,1.28 Earths,15.37,2016

K2-74 b,1232,5.95 Earths,12.715,2016

K2-7 b,2409,7.61 Earths,13.453,2015

K2-80 b,655,4.7 Earths,12.694,2016

K2-80 c,655,2.76 Earths,12.694,2016

K2-83 b,409,2.08 Earths,14.522,2016

K2-84 b,929,6.39 Earths,13.386,2016

K2-85 b,317,1.87 Earths,12.416,2016

K2-87 b,1602,0.141 Jupiters,14.136,2016

K2-89 b,281,0.17 Earths,14.162,2016

K2-97 b,2865,0.48 Jupiters,12.486,2016

K2-9 b,271,5.69 Earths,15.86,2015

Kapteyn c,13,7 Earths,8.86,2014

KELT-10 b,615,0.679 Jupiters,10.617,2016

KELT-11 b,323,0.171 Jupiters,8.04,2017

KELT-12 b,1201,0.95 Jupiters,10.585,2017

K2-47 b,1141,4.23 Earths,14.065,2016

K2-48 b,1023,5.65 Earths,14.345,2016

K2-55 b,520,14 Earths,13.519,2016

K2-5 b,662,4.31 Earths,14.974,2015

K2-5 c,662,5.73 Earths,14.974,2015

K2-60 b,1604,0.426 Jupiters,12.857,2016

K2-66 b,1676,21.3 Earths,11.71,2016

K2-68 b,550,3.12 Earths,12.987,2016

K2-6 b,1033,6.8 Earths,12.66,2015

K2-72 b,217,1.28 Earths,15.37,2016

K2-74 b,1232,5.95 Earths,12.715,2016

K2-7 b,2409,7.61 Earths,13.453,2015

K2-80 b,655,4.7 Earths,12.694,2016

K2-80 c,655,2.76 Earths,12.694,2016

K2-83 b,409,2.08 Earths,14.522,2016

K2-84 b,929,6.39 Earths,13.386,2016

K2-85 b,317,1.87 Earths,12.416,2016

K2-87 b,1602,0.141 Jupiters,14.136,2016

K2-89 b,281,0.17 Earths,14.162,2016

K2-97 b,2865,0.48 Jupiters,12.486,2016

K2-9 b,271,5.69 Earths,15.86,2015

Kapteyn c,13,7 Earths,8.86,2014

KELT-10 b,615,0.679 Jupiters,10.617,2016

KELT-11 b,323,0.171 Jupiters,8.04,2017

KELT-12 b,1201,0.95 Jupiters,10.585,2017

K2-47 b,1141,4.23 Earths,14.065,2016

K2-48 b,1023,5.65 Earths,14.345,2016

K2-55 b,520,14 Earths,13.519,2016

K2-5 b,662,4.31 Earths,14.974,2015

K2-5 c,662,5.73 Earths,14.974,2015

K2-60 b,1604,0.426 Jupiters,12.857,2016

K2-66 b,1676,21.3 Earths,11.71,2016

K2-68 b,550,3.12 Earths,12.987,2016

K2-6 b,1033,6.8 Earths,12.66,2015

K2-72 b,217,1.28 Earths,15.37,2016

K2-74 b,1232,5.95 Earths,12.715,2016

K2-7 b,2409,7.61 Earths,13.453,2015

K2-80 b,655,4.7 Earths,12.694,2016

K2-80 c,655,2.76 Earths,12.694,2016

K2-83 b,409,2.08 Earths,14.522,2016

K2-84 b,929,6.39 Earths,13.386,2016

K2-85 b,317,1.87 Earths,12.416,2016

K2-87 b,1602,0.141 Jupiters,14.136,2016

K2-89 b,281,0.17 Earths,14.162,2016

K2-97 b,2865,0.48 Jupiters,12.486,2016

K2-9 b,271,5.69 Earths,15.86,2015

Kapteyn c,13,7 Earths,8.86,2014

KELT-10 b,615,0.679 Jupiters,10.617,2016

KELT-11 b,323,0.171 Jupiters,8.04,2017

KELT-12 b,1201,0.95 Jupiters,10.585,2017

K2-47 b,1141,4.23 Earths,14.065,2016

K2-48 b,1023,5.65 Earths,14.345,2016

K2-55 b,520,14 Earths,13.519,2016

K2-5 b,662,4.31 Earths,14.974,2015

K2-5 c,662,5.73 Earths,14.974,2015

K2-60 b,1604,0.426 Jupiters,12.857,2016

K2-66 b,1676,21.3 Earths,11.71,2016

K2-68 b,550,3.12 Earths,12.987,2016

K2-6 b,1033,6.8 Earths,12.66,2015

K2-72 b,217,1.28 Earths,15.37,2016

K2-74 b,1232,5.95 Earths,12.715,2016

K2-7 b,2409,7.61 Earths,13.453,2015

K2-80 b,655,4.7 Earths,12.694,2016

K2-80 c,655,2.76 Earths,12.694,2016

K2-83 b,409,2.08 Earths,14.522,2016

K2-84 b,929,6.39 Earths,13.386,2016

K2-85 b,317,1.87 Earths,12.416,2016

K2-87 b,1602,0.141 Jupiters,14.136,2016

K2-89 b,281,0.17 Earths,14.162,2016

K2-97 b,2865,0.48 Jupiters,12.486,2016

K2-9 b,271,5.69 Earths,15.86,2015

Kapteyn c,13,7 Earths,8.86,2014

KELT-10 b,615,0.679 Jupiters,10.617,2016

KELT-11 b,323,0.171 Jupiters,8.04,2017

KELT-12 b,1201,0.95 Jupiters,10.585,2017

KELT-12 b,1201,0.95 Jupiters,10.585,2017

KELT-15 b,1059,1.31 Jupiters,11.39,2016

KELT-1 b,876,27.23 Jupiters,10.632,2012

KELT-4 A b,711,0.902 Jupiters,9.98,2016

KELT-6 b,785,0.52 Jupiters,10.371,2014

KELT-7 b,446,1.39 Jupiters,8.56,2015

Kepler-1001 b,3030,10.1 Earths,15.582,2016

Kepler-1009 b,1158,5.35 Earths,15.758,2016

Kepler-100 d,994,3 Earths,11.055,2014

Kepler-1012 b,1341,2.21 Earths,13.486,2016

Kepler-1019 b,633,2.73 Earths,13.882,2016

Kepler-101 b,3027,0.16 Jupiters,13.7,2014

Kepler-1023 b,2264,7.41 Earths,14.7121,2016

Kepler-1024 b,3547,14.5 Earths,16.272,2016

Kepler-1025 b,2622,4.58 Earths,13.695,2016

Kepler-1027 b,1321,0.64 Earths,12.994,2016

Kepler-102 d,352,3.8 Earths,12.072,2014

Kepler-1034 b,2135,5.73 Earths,15.269,2016

Kepler-1037 b,1458,2.18 Earths,14.475,2016

Kepler-103 b,1614,9.7 Earths,11.883,2014

Kepler-1040 b,1573,4.98 Earths,13.614,2016

Kepler-1041 b,4847,8.96 Earths,14.576,2016

